Fecha,Hora,Sesion,Direccion,Contexto HTF,Nivel de liquidez barrido,Tipo de confirmacion,Zona de entrada,Stop Loss,Take Profit,R:R,Resultado
2025-11-15,04:29:59,LONDON,BUY,"BULLISH HTF context inside 95642.61-96372.68 range. HH/HL structure with price in discount below 95996.57.","Sell-side sweep below 95874.79",BOS,"FVG: Bullish FVG between 95938.15 and 95969.13",95803.47,96554.32,4.00,"SL"
2025-11-15,05:39:59,LONDON,BUY,"BULLISH HTF context inside 95642.61-96350.52 range. HH/HL structure with price in discount below 95900.49.","Sell-side sweep below 95874.79",BOS,"FVG: Bullish FVG between 95700.00 and 95754.96",95803.47,96031.44,4.00,"TP"
2025-11-15,06:44:59,LONDON,BUY,"BULLISH HTF context inside 95689.38-96150.99 range. HH/HL structure with price in discount below 95886.24.","Sell-side sweep below 95874.79",BOS,"FVG: Bullish FVG between 95740.04 and 95786.33",95803.47,95924.33,4.00,"SL"
2025-11-15,06:49:59,LONDON,BUY,"BULLISH HTF context inside 95689.38-96150.99 range. HH/HL structure with price in discount below 95886.24.","Sell-side sweep below 95874.79",BOS,"FVG: Bullish FVG between 95740.04 and 95786.33",95803.47,95924.33,4.00,"SL"
2025-11-15,06:54:59,LONDON,BUY,"BULLISH HTF context inside 95689.38-96150.99 range. HH/HL structure with price in discount below 95886.24.","Sell-side sweep below 95874.79",BOS,"FVG: Bullish FVG between 95740.04 and 95786.33",95803.47,95924.33,4.00,"SL"
2025-11-15,09:29:59,NEW_YORK,SELL,"BEARISH HTF context inside 95565.17-96471.22 range. LH/LL structure with price in premium above 96099.68.","Buy-side sweep above 96414.47",BOS,"FVG: Bearish FVG between 96233.87 and 96247.01",96420.86,95565.17,3.74,"SL"
2025-11-16,03:14:59,LONDON,BUY,"BULLISH HTF context inside 95721.68-96238.00 range. HH/HL structure with price in discount below 95979.84.","Sell-side sweep below 95754.00",BOS,"FVG: Bullish FVG between 96059.96 and 96077.79",95721.68,96763.27,2.00,"SL"
2025-11-16,09:14:59,NEW_YORK,BUY,"BULLISH HTF context inside 95117.48-95900.00 range. HH/HL structure with price in discount below 95502.67.","Sell-side sweep below 95205.74",CHOCH,"FVG: Bullish FVG between 95457.40 and 95482.44",95117.48,96482.02,2.87,"SL"
2025-11-17,03:14:59,LONDON,SELL,"BEARISH HTF context inside 94900.00-95880.00 range. LH/LL structure with price in premium above 95403.63.","Buy-side sweep above 95868.10",BOS,"FVG: Bearish FVG between 95743.83 and 95837.37",95880.00,95433.00,4.00,"SL"
2025-11-17,06:29:59,LONDON,BUY,"BULLISH HTF context inside 95309.68-95891.59 range. HH/HL structure with price in discount below 95718.35.","Sell-side sweep below 95566.23",BOS,"FVG: Bullish FVG between 95639.76 and 95663.39",95545.10,96026.71,3.52,"SL"
2025-11-18,05:29:59,LONDON,SELL,"BEARISH HTF context inside 90509.79-91597.61 range. LH/LL structure with price in premium above 91243.77.","Buy-side sweep above 91546.30",BOS,"FVG: Bearish FVG between 91383.56 and 91452.01",91597.61,90698.49,4.00,"SL"
2025-11-18,11:59:59,NEW_YORK,SELL,"BEARISH HTF context inside 91010.00-93836.01 range. LH/LL structure with price in premium above 93118.01.","Buy-side sweep above 93817.45",BOS,"FVG: Bearish FVG between 93672.69 and 93677.64",93836.01,93031.79,4.00,"TP"
2025-11-19,04:49:59,LONDON,BUY,"BULLISH HTF context inside 91072.41-92028.92 range. HH/HL structure with price in discount below 91511.21.","Sell-side sweep below 91160.00",BOS,"FVG: Bullish FVG between 91233.59 and 91249.76",91072.41,91918.73,4.00,"SL"
2025-11-20,02:14:59,LONDON,BUY,"BULLISH HTF context inside 91687.07-93160.00 range. HH/HL structure with price in discount below 92269.07.","Sell-side sweep below 91782.89",BOS,"FVG: Bullish FVG between 91882.83 and 91901.18",91687.07,92711.74,4.00,"SL"
2025-11-20,05:19:59,LONDON,BUY,"BULLISH HTF context inside 91440.55-92445.80 range. HH/HL structure with price in discount below 91883.03.","Sell-side sweep below 91926.82",BOS,"FVG: Bullish FVG between 91892.23 and 91894.91",91840.01,92107.81,4.00,"SL"
2025-11-20,05:24:59,LONDON,BUY,"BULLISH HTF context inside 91440.55-92445.80 range. HH/HL structure with price in discount below 91883.03.","Sell-side sweep below 91926.82",BOS,"FVG: Bullish FVG between 91892.23 and 91894.91",91840.01,92107.81,4.00,"SL"
2025-11-20,05:59:59,LONDON,SELL,"BEARISH HTF context inside 91440.55-92336.03 range. LH/LL structure with price in premium above 91751.69.","Buy-side sweep above 92050.01",BOS,"FVG: Bearish FVG between 91830.28 and 91839.98",92062.83,91379.73,2.00,"SL"
2025-11-21,04:14:59,LONDON,BUY,"BULLISH HTF context inside 82000.00-85769.86 range. HH/HL structure with price in discount below 84115.48.","Sell-side sweep below 83533.37",BOS,"FVG: Bullish FVG between 83735.62 and 83747.28",83521.07,84622.97,4.00,"SL"
2025-11-21,06:44:59,LONDON,SELL,"BEARISH HTF context inside 81648.00-83767.20 range. LH/LL structure with price in premium above 82494.36.","Buy-side sweep above 82867.53",CHOCH,"FVG: Bearish FVG between 82643.17 and 82710.71",82911.99,81736.74,4.00,"TP"
2025-11-22,02:14:59,LONDON,SELL,"BEARISH HTF context inside 83868.53-84799.54 range. LH/LL structure with price in premium above 84368.26.","Buy-side sweep above 84791.02",BOS,"FVG: Bearish FVG between 84477.51 and 84493.56",84799.54,83832.91,2.08,"TP"
2025-11-22,06:59:59,LONDON,SELL,"BEARISH HTF context inside 83500.00-84343.91 range. LH/LL structure with price in premium above 83921.96.","Buy-side sweep above 84294.77",BOS,"FVG: Bearish FVG between 84246.78 and 84250.95",84343.91,83868.68,4.00,"TP"
2025-11-23,03:04:59,LONDON,BUY,"BULLISH HTF context inside 85420.00-86500.00 range. HH/HL structure with price in discount below 85802.82.","Sell-side sweep below 85700.95",BOS,"FVG: Bullish FVG between 85756.69 and 85774.99",85602.32,86419.92,4.00,"TP"
2025-11-23,11:29:59,NEW_YORK,SELL,"BEARISH HTF context inside 86451.90-87500.00 range. LH/LL structure with price in premium above 86975.95.","Buy-side sweep above 87321.05",BOS,"FVG: Bearish FVG between 87209.33 and 87215.98",87500.00,86318.98,3.11,"SL"
2025-11-24,02:29:59,LONDON,BUY,"BULLISH HTF context inside 86675.82-87837.57 range. HH/HL structure with price in discount below 87109.03.","Sell-side sweep below 86860.00",BOS,"FVG: Bullish FVG between 86865.34 and 86893.22",86819.98,87116.48,4.00,"SL"
2025-11-24,02:34:59,LONDON,BUY,"BULLISH HTF context inside 86675.82-87837.57 range. HH/HL structure with price in discount below 87109.03.","Sell-side sweep below 86860.00",BOS,"FVG: Bullish FVG between 86865.34 and 86893.22",86819.98,87116.48,4.00,"TP"
2025-11-24,09:59:59,NEW_YORK,SELL,"BEARISH HTF context inside 85272.00-86660.01 range. LH/LL structure with price in premium above 85966.01.","Buy-side sweep above 86573.99",CHOCH,"FVG: Bearish FVG between 86186.22 and 86347.00",86660.01,85272.00,2.53,"SL"
2025-11-25,02:14:59,LONDON,BUY,"BULLISH HTF context inside 87802.09-88519.99 range. HH/HL structure with price in discount below 88024.71.","Sell-side sweep below 87827.64",BOS,"FVG: Bullish FVG between 87900.00 and 87933.46",87802.09,88375.29,4.00,"SL"
2025-11-25,03:29:59,LONDON,BUY,"BULLISH HTF context inside 87300.00-88149.01 range. HH/HL structure with price in discount below 87684.98.","Sell-side sweep below 87635.43",CHOCH,"FVG: Bullish FVG between 87664.35 and 87668.17",87614.88,87871.78,4.00,"SL"
2025-11-25,06:59:59,LONDON,SELL,"BEARISH HTF context inside 86681.43-87535.98 range. LH/LL structure with price in premium above 87339.99.","Buy-side sweep above 87464.14",CHOCH,"FVG: Bearish FVG between 87452.98 and 87454.81",87504.98,87249.55,4.00,"SL"
2025-11-25,11:14:59,NEW_YORK,SELL,"BEARISH HTF context inside 86116.00-87300.00 range. LH/LL structure with price in premium above 86708.00.","Buy-side sweep above 87171.67",BOS,"FVG: Bearish FVG between 86943.51 and 87027.56",87300.00,86116.00,2.77,"SL"
2025-11-26,02:44:59,LONDON,SELL,"BEARISH HTF context inside 87409.78-87889.00 range. LH/LL structure with price in premium above 87677.00.","Buy-side sweep above 87860.96",BOS,"FVG: Bearish FVG between 87821.99 and 87841.37",87889.00,87602.40,4.00,"SL"
2025-11-26,05:14:59,LONDON,BUY,"BULLISH HTF context inside 86746.60-87970.00 range. HH/HL structure with price in discount below 87160.21.","Sell-side sweep below 86768.10",BOS,"FVG: Bullish FVG between 86896.51 and 86915.88",86746.60,87544.58,4.00,"SL"
2025-11-26,11:59:59,NEW_YORK,SELL,"BEARISH HTF context inside 86664.23-87946.00 range. LH/LL structure with price in premium above 87305.11.","Buy-side sweep above 87849.78",BOS,"FVG: Bearish FVG between 87723.88 and 87730.61",87946.00,86852.22,4.00,"SL"
2025-11-30,03:44:59,LONDON,SELL,"BEARISH HTF context inside 90718.47-91438.99 range. LH/LL structure with price in premium above 91169.46.","Buy-side sweep above 91037.72",BOS,"FVG: Bearish FVG between 91176.00 and 91224.00",91039.90,90682.90,3.23,"SL"
2025-11-30,03:49:59,LONDON,SELL,"BEARISH HTF context inside 90718.47-91438.99 range. LH/LL structure with price in premium above 91169.46.","Buy-side sweep above 91037.72",BOS,"FVG: Bearish FVG between 91176.00 and 91224.00",91039.90,90682.90,3.23,"SL"
2025-11-30,03:54:59,LONDON,SELL,"BEARISH HTF context inside 90718.47-91438.99 range. LH/LL structure with price in premium above 91169.46.","Buy-side sweep above 91037.72",BOS,"FVG: Bearish FVG between 91176.00 and 91224.00",91039.90,90706.09,3.09,"SL"
2025-11-30,05:34:59,LONDON,SELL,"BEARISH HTF context inside 90927.16-91632.00 range. LH/LL structure with price in premium above 91385.32.","Buy-side sweep above 91586.24",BOS,"FVG: Bearish FVG between 91244.43 and 91263.87",91632.00,90498.45,2.00,"SL"
2025-12-01,09:29:59,NEW_YORK,SELL,"BEARISH HTF context inside 84756.00-86333.28 range. LH/LL structure with price in premium above 85841.64.","Buy-side sweep above 86315.58",CHOCH,"FVG: Bearish FVG between 86167.74 and 86201.54",86333.28,85590.08,4.00,"SL"
2025-12-01,09:34:59,NEW_YORK,SELL,"BEARISH HTF context inside 84756.00-86333.28 range. LH/LL structure with price in premium above 85841.64.","Buy-side sweep above 86315.58",CHOCH,"FVG: Bearish FVG between 86167.74 and 86201.54",86333.28,85590.08,4.00,"SL"
2025-12-02,04:14:59,LONDON,BUY,"BULLISH HTF context inside 86296.21-87168.00 range. HH/HL structure with price in discount below 86678.55.","Sell-side sweep below 86364.37",CHOCH,"FVG: Bullish FVG between 86471.89 and 86501.89",86296.21,87179.22,3.63,"TP"
2025-12-03,06:49:59,LONDON,BUY,"BULLISH HTF context inside 92666.00-93389.62 range. HH/HL structure with price in discount below 93027.81.","Sell-side sweep below 92729.51",BOS,"FVG: Bullish FVG between 92889.85 and 92910.81",92666.00,93389.62,2.09,"SL"
2025-12-04,02:04:59,LONDON,SELL,"BEARISH HTF context inside 92775.00-93522.12 range. LH/LL structure with price in premium above 93073.06.","Buy-side sweep above 93345.39",BOS,"FVG: Bearish FVG between 92932.00 and 92939.99",93371.12,92065.74,2.00,"SL"
2025-12-04,03:59:59,LONDON,BUY,"BULLISH HTF context inside 92888.00-93600.00 range. HH/HL structure with price in discount below 93322.21.","Sell-side sweep below 93052.00",CHOCH,"FVG: Bullish FVG between 93162.76 and 93181.46",93044.41,93600.00,3.35,"TP"
2025-12-04,04:29:59,LONDON,SELL,"BEARISH HTF context inside 92888.00-93621.31 range. LH/LL structure with price in premium above 93332.86.","Buy-side sweep above 93586.15",BOS,"FVG: Bearish FVG between 93366.90 and 93409.47",93621.31,92888.00,2.15,"TP"
2025-12-04,06:59:59,LONDON,BUY,"BULLISH HTF context inside 92736.90-93605.00 range. HH/HL structure with price in discount below 93067.84.","Sell-side sweep below 92763.25",BOS,"FVG: Bullish FVG between 92911.43 and 92923.78",92736.90,93621.31,3.89,"SL"
2025-12-04,11:14:59,NEW_YORK,SELL,"BEARISH HTF context inside 91801.00-93257.00 range. LH/LL structure with price in premium above 92529.00.","Buy-side sweep above 92821.26",CHOCH,"FVG: Bearish FVG between 92604.65 and 92711.50",92892.34,91801.00,3.66,"SL"
2025-12-05,05:14:59,LONDON,BUY,"BULLISH HTF context inside 90956.25-92333.32 range. HH/HL structure with price in discount below 91554.99.","Sell-side sweep below 91199.07",BOS,"FVG: Bullish FVG between 91360.41 and 91381.74",91193.79,92080.22,4.00,"SL"
2025-12-05,09:14:59,NEW_YORK,BUY,"BULLISH HTF context inside 90215.51-91432.69 range. HH/HL structure with price in discount below 90784.04.","Sell-side sweep below 90303.12",BOS,"FVG: Bullish FVG between 90478.00 and 90488.60",90215.51,91554.46,4.00,"SL"
2025-12-06,02:04:59,LONDON,SELL,"BEARISH HTF context inside 89524.03-89764.19 range. LH/LL structure with price in premium above 89644.11.","Buy-side sweep above 89721.76",BOS,"FVG: Bearish FVG between 89679.96 and 89701.14",89740.00,89521.12,3.43,"TP"
2025-12-06,02:44:59,LONDON,SELL,"BEARISH HTF context inside 89459.19-89764.19 range. LH/LL structure with price in premium above 89611.69.","Buy-side sweep above 89721.76",BOS,"FVG: Bearish FVG between 89575.51 and 89590.00",89740.00,89268.27,2.00,"TP"
2025-12-07,11:29:59,NEW_YORK,SELL,"BEARISH HTF context inside 87719.28-89707.54 range. LH/LL structure with price in premium above 88938.31.","Buy-side sweep above 89070.91",BOS,"FVG: Bearish FVG between 89268.11 and 89378.73",89073.18,88322.46,4.00,"SL"
2025-12-07,11:34:59,NEW_YORK,SELL,"BEARISH HTF context inside 87719.28-89707.54 range. LH/LL structure with price in premium above 88938.31.","Buy-side sweep above 89070.91",BOS,"FVG: Bearish FVG between 89268.11 and 89378.73",89073.18,88322.46,4.00,"SL"
2025-12-07,11:39:59,NEW_YORK,SELL,"BEARISH HTF context inside 87719.28-89707.54 range. LH/LL structure with price in premium above 88938.31.","Buy-side sweep above 89070.91",BOS,"FVG: Bearish FVG between 89268.11 and 89378.73",89073.18,88322.46,4.00,"SL"
2025-12-08,09:04:59,NEW_YORK,BUY,"BULLISH HTF context inside 91301.45-92122.08 range. HH/HL structure with price in discount below 91711.76.","Sell-side sweep below 91530.74",CHOCH,"FVG: Bullish FVG between 91629.99 and 91636.24",91301.45,92296.45,2.00,"SL"
2025-12-09,06:29:59,LONDON,SELL,"BEARISH HTF context inside 89912.48-90498.72 range. LH/LL structure with price in premium above 90136.21.","Buy-side sweep above 90345.39",BOS,"FVG: Bearish FVG between 90224.01 and 90238.31",90359.94,89912.48,2.47,"SL"
2025-12-09,09:14:59,NEW_YORK,BUY,"BULLISH HTF context inside 90174.66-90850.00 range. HH/HL structure with price in discount below 90512.33.","Sell-side sweep below 90202.70",BOS,"FVG: Bullish FVG between 90398.57 and 90402.81",90174.66,90852.75,2.00,"SL"
2025-12-10,02:14:59,LONDON,SELL,"BEARISH HTF context inside 92396.24-92757.58 range. LH/LL structure with price in premium above 92576.91.","Buy-side sweep above 92648.77",BOS,"FVG: Bearish FVG between 92641.95 and 92650.00",92669.79,92550.72,4.00,"TP"
2025-12-10,02:19:59,LONDON,SELL,"BEARISH HTF context inside 92396.24-92757.58 range. LH/LL structure with price in premium above 92576.91.","Buy-side sweep above 92648.77",BOS,"FVG: Bearish FVG between 92641.95 and 92650.00",92669.79,92550.72,4.00,"TP"
2025-12-10,02:24:59,LONDON,SELL,"BEARISH HTF context inside 92396.24-92757.58 range. LH/LL structure with price in premium above 92576.91.","Buy-side sweep above 92648.77",BOS,"FVG: Bearish FVG between 92641.95 and 92650.00",92669.79,92550.72,4.00,"TP"
2025-12-10,02:29:59,LONDON,SELL,"BEARISH HTF context inside 92396.24-92757.58 range. LH/LL structure with price in premium above 92576.91.","Buy-side sweep above 92648.77",BOS,"FVG: Bearish FVG between 92641.95 and 92650.00",92669.79,92550.72,4.00,"TP"
2025-12-10,02:34:59,LONDON,SELL,"BEARISH HTF context inside 92396.24-92757.58 range. LH/LL structure with price in premium above 92576.91.","Buy-side sweep above 92648.77",BOS,"FVG: Bearish FVG between 92641.95 and 92650.00",92669.79,92550.72,4.00,"SL"
2025-12-12,02:04:59,LONDON,SELL,"BEARISH HTF context inside 92078.91-92720.00 range. LH/LL structure with price in premium above 92426.59.","Buy-side sweep above 92698.17",BOS,"FVG: Bearish FVG between 92530.46 and 92541.80",92720.00,92078.91,2.49,"TP"
2025-12-12,11:34:59,NEW_YORK,BUY,"BULLISH HTF context inside 89650.01-92660.74 range. HH/HL structure with price in discount below 91047.98.","Sell-side sweep below 89651.19",BOS,"FVG: Bullish FVG between 89916.01 and 89935.70",89650.01,91029.24,4.00,"SL"
2025-12-14,09:14:59,NEW_YORK,BUY,"BULLISH HTF context inside 88723.23-89666.00 range. HH/HL structure with price in discount below 89377.00.","Sell-side sweep below 89146.00",BOS,"FVG: Bullish FVG between 89388.00 and 89395.32",89088.00,89998.98,2.00,"SL"
2025-12-16,03:19:59,LONDON,BUY,"BULLISH HTF context inside 85850.00-86615.38 range. HH/HL structure with price in discount below 86232.69.","Sell-side sweep below 85896.35",BOS,"FVG: Bullish FVG between 85909.68 and 85976.53",85850.00,86315.52,4.00,"TP"
2025-12-16,06:14:59,LONDON,SELL,"BEARISH HTF context inside 86201.10-87327.70 range. LH/LL structure with price in premium above 86790.17.","Buy-side sweep above 87314.28",CHOCH,"FVG: Bearish FVG between 87061.01 and 87077.09",87327.70,86034.45,4.00,"SL"
2025-12-17,04:59:59,LONDON,BUY,"BULLISH HTF context inside 86262.85-87169.37 range. HH/HL structure with price in discount below 86439.12.","Sell-side sweep below 86282.66",CHOCH,"FVG: Bullish FVG between 86530.94 and 86558.39",86262.85,87169.37,2.22,"SL"
2025-12-17,05:04:59,LONDON,BUY,"BULLISH HTF context inside 86262.85-87169.37 range. HH/HL structure with price in discount below 86439.12.","Sell-side sweep below 86282.66",CHOCH,"FVG: Bullish FVG between 86530.94 and 86558.39",86262.85,87169.37,2.22,"TP"
2025-12-18,06:04:59,LONDON,SELL,"BEARISH HTF context inside 86803.06-87453.63 range. LH/LL structure with price in premium above 87233.20.","Buy-side sweep above 87439.80",BOS,"FVG: Bearish FVG between 87308.58 and 87312.00",87453.63,86736.93,4.00,"SL"
2025-12-18,11:49:59,NEW_YORK,BUY,"BULLISH HTF context inside 87727.25-89362.79 range. HH/HL structure with price in discount below 88607.39.","Sell-side sweep below 88004.68",CHOCH,"FVG: Bullish FVG between 88037.10 and 88067.64",87852.00,88853.85,4.00,"SL"
2025-12-19,04:29:59,LONDON,SELL,"BEARISH HTF context inside 87473.53-88449.06 range. LH/LL structure with price in premium above 87982.30.","Buy-side sweep above 88220.87",CHOCH,"FVG: Bearish FVG between 88112.90 and 88124.04",88222.00,87704.35,4.00,"SL"
2025-12-20,11:44:59,NEW_YORK,SELL,"BEARISH HTF context inside 88025.96-88287.84 range. LH/LL structure with price in premium above 88134.26.","Buy-side sweep above 88273.18",BOS,"FVG: Bearish FVG between 88152.58 and 88197.23",88287.84,87949.04,2.00,"SL"
2025-12-21,05:14:59,LONDON,SELL,"BEARISH HTF context inside 88063.42-89081.77 range. LH/LL structure with price in premium above 88771.84.","Buy-side sweep above 88940.00",BOS,"FVG: Bearish FVG between 88926.38 and 88936.90",88961.43,88812.48,4.00,"TP"
2025-12-21,05:19:59,LONDON,SELL,"BEARISH HTF context inside 88063.42-89081.77 range. LH/LL structure with price in premium above 88771.84.","Buy-side sweep above 88940.00",BOS,"FVG: Bearish FVG between 88926.38 and 88936.90",88961.43,88812.48,4.00,"TP"
2025-12-21,05:24:59,LONDON,SELL,"BEARISH HTF context inside 88063.42-89081.77 range. LH/LL structure with price in premium above 88771.84.","Buy-side sweep above 88940.00",BOS,"FVG: Bearish FVG between 88926.38 and 88936.90",88961.43,88812.48,4.00,"TP"
2025-12-21,06:29:59,LONDON,BUY,"BULLISH HTF context inside 88500.30-89081.77 range. HH/HL structure with price in discount below 88780.23.","Sell-side sweep below 88589.14",BOS,"FVG: Bullish FVG between 88637.63 and 88638.90",88580.52,88869.24,4.00,"TP"
2025-12-23,05:49:59,LONDON,SELL,"BEARISH HTF context inside 87297.69-87699.99 range. LH/LL structure with price in premium above 87473.85.","Buy-side sweep above 87698.82",BOS,"FVG: Bearish FVG between 87554.23 and 87563.81",87699.99,87277.08,2.00,"SL"
2025-12-24,05:09:59,LONDON,BUY,"BULLISH HTF context inside 86724.05-87184.57 range. HH/HL structure with price in discount below 86850.74.","Sell-side sweep below 86800.00",BOS,"FVG: Bullish FVG between 86853.90 and 86886.58",86799.99,87151.24,4.00,"TP"
2025-12-25,03:59:59,LONDON,BUY,"BULLISH HTF context inside 87351.96-87888.00 range. HH/HL structure with price in discount below 87619.98.","Sell-side sweep below 87758.07",BOS,"FVG: Bullish FVG between 87497.90 and 87514.82",87755.94,88005.52,2.00,"SL"
2025-12-25,04:04:59,LONDON,BUY,"BULLISH HTF context inside 87351.96-87888.00 range. HH/HL structure with price in discount below 87619.98.","Sell-side sweep below 87758.07",BOS,"FVG: Bullish FVG between 87497.90 and 87514.82",87755.94,88005.52,2.00,"SL"
2025-12-25,04:09:59,LONDON,BUY,"BULLISH HTF context inside 87351.96-87888.00 range. HH/HL structure with price in discount below 87619.98.","Sell-side sweep below 87758.07",BOS,"FVG: Bullish FVG between 87497.90 and 87514.82",87755.94,88005.52,2.00,"SL"
2025-12-25,06:59:59,LONDON,SELL,"BEARISH HTF context inside 87251.60-87591.32 range. LH/LL structure with price in premium above 87421.46.","Buy-side sweep above 87566.00",BOS,"FVG: Bearish FVG between 87515.47 and 87521.87",87591.32,87251.60,3.68,"SL"
2025-12-25,11:14:59,NEW_YORK,SELL,"BEARISH HTF context inside 87550.00-88592.74 range. LH/LL structure with price in premium above 88109.54.","Buy-side sweep above 88539.00",BOS,"FVG: Bearish FVG between 88379.85 and 88400.41",88592.74,87579.69,4.00,"TP"
2025-12-27,03:14:59,LONDON,BUY,"BULLISH HTF context inside 87417.93-87702.00 range. HH/HL structure with price in discount below 87571.00.","Sell-side sweep below 87447.15",BOS,"FVG: Bullish FVG between 87580.60 and 87592.67",87439.28,87881.35,2.00,"SL"
2025-12-29,03:44:59,LONDON,SELL,"BEARISH HTF context inside 89480.66-90121.21 range. LH/LL structure with price in premium above 89652.83.","Buy-side sweep above 90188.08",BOS,"FVG: Bearish FVG between 89792.39 and 89845.05",90221.00,89014.16,2.00,"TP"
2025-12-29,05:14:59,LONDON,BUY,"BULLISH HTF context inside 87770.10-89825.01 range. HH/HL structure with price in discount below 88781.54.","Sell-side sweep below 87925.00",BOS,"FVG: Bullish FVG between 87983.40 and 88143.63",87770.10,89237.17,4.00,"SL"
2025-12-30,09:14:59,NEW_YORK,SELL,"BEARISH HTF context inside 87735.09-88136.00 range. LH/LL structure with price in premium above 87985.01.","Buy-side sweep above 88130.83",CHOCH,"FVG: Bearish FVG between 88048.02 and 88055.46",88136.00,87735.09,3.76,"SL"
2025-12-30,09:24:59,NEW_YORK,SELL,"BEARISH HTF context inside 87735.09-88136.00 range. LH/LL structure with price in premium above 87985.01.","Buy-side sweep above 88130.83",CHOCH,"FVG: Bearish FVG between 88048.02 and 88055.46",88136.00,87735.09,3.76,"SL"
2026-01-01,09:29:59,NEW_YORK,BUY,"BULLISH HTF context inside 87827.49-88036.42 range. HH/HL structure with price in discount below 87923.65.","Sell-side sweep below 87848.00",CHOCH,"FVG: Bullish FVG between 87874.80 and 87882.41",87827.49,88036.42,3.09,"SL"
2026-01-01,09:34:59,NEW_YORK,BUY,"BULLISH HTF context inside 87827.49-88036.42 range. HH/HL structure with price in discount below 87923.65.","Sell-side sweep below 87848.00",CHOCH,"FVG: Bullish FVG between 87874.80 and 87882.41",87827.49,88036.42,3.09,"TP"
2026-01-02,02:29:59,LONDON,SELL,"BEARISH HTF context inside 88576.56-89079.44 range. LH/LL structure with price in premium above 88897.44.","Buy-side sweep above 89032.01",BOS,"FVG: Bearish FVG between 89028.86 and 89046.13",89079.44,88869.71,4.00,"TP"
2026-01-02,02:34:59,LONDON,SELL,"BEARISH HTF context inside 88576.56-89079.44 range. LH/LL structure with price in premium above 88897.44.","Buy-side sweep above 89032.01",BOS,"FVG: Bearish FVG between 89028.86 and 89046.13",89079.44,88869.71,4.00,"TP"
2026-01-02,02:39:59,LONDON,SELL,"BEARISH HTF context inside 88576.56-89079.44 range. LH/LL structure with price in premium above 88897.44.","Buy-side sweep above 89032.01",BOS,"FVG: Bearish FVG between 89028.86 and 89046.13",89079.44,88869.71,4.00,"TP"
2026-01-02,11:14:59,NEW_YORK,SELL,"BEARISH HTF context inside 88459.96-90135.00 range. LH/LL structure with price in premium above 89467.50.","Buy-side sweep above 89799.00",BOS,"FVG: Bearish FVG between 89719.31 and 89750.00",90135.00,88459.96,3.18,"SL"
2026-01-02,11:59:59,NEW_YORK,SELL,"BEARISH HTF context inside 88459.96-90800.00 range. LH/LL structure with price in premium above 89933.00.","Buy-side sweep above 90119.88",BOS,"FVG: Bearish FVG between 90500.01 and 90514.00",90179.12,89195.46,4.00,"SL"
2026-01-04,02:44:59,LONDON,BUY,"BULLISH HTF context inside 91211.25-91810.00 range. HH/HL structure with price in discount below 91498.49.","Sell-side sweep below 91237.54",BOS,"FVG: Bullish FVG between 91342.39 and 91356.74",91211.25,91810.00,3.33,"SL"
2026-01-04,04:29:59,LONDON,BUY,"BULLISH HTF context inside 91174.46-91546.31 range. HH/HL structure with price in discount below 91355.23.","Sell-side sweep below 91237.54",BOS,"FVG: Bullish FVG between 91342.39 and 91356.74",91211.25,91785.72,3.15,"SL"
2026-01-06,03:14:59,LONDON,BUY,"BULLISH HTF context inside 93137.98-93951.07 range. HH/HL structure with price in discount below 93544.52.","Sell-side sweep below 93178.52",BOS,"FVG: Bullish FVG between 93244.72 and 93255.07",93137.98,93697.56,4.00,"TP"
2026-01-06,11:14:59,NEW_YORK,BUY,"BULLISH HTF context inside 93352.01-94444.44 range. HH/HL structure with price in discount below 93831.61.","Sell-side sweep below 93360.00",BOS,"FVG: Bullish FVG between 93475.29 and 93518.00",93352.01,94075.18,4.00,"SL"
2026-01-07,11:04:59,NEW_YORK,BUY,"BULLISH HTF context inside 91024.00-92254.17 range. HH/HL structure with price in discount below 91579.55.","Sell-side sweep below 91502.82",CHOCH,"FVG: Bullish FVG between 91583.45 and 91583.51",91353.39,92299.40,3.11,"SL"
2026-01-08,05:09:59,LONDON,BUY,"BULLISH HTF context inside 89956.00-90917.22 range. HH/HL structure with price in discount below 90436.61.","Sell-side sweep below 90017.62",BOS,"FVG: Bullish FVG between 90105.01 and 90125.01",89956.00,90751.05,4.00,"SL"
2026-01-08,06:29:59,LONDON,SELL,"BEARISH HTF context inside 89777.25-90493.18 range. LH/LL structure with price in premium above 90135.21.","Buy-side sweep above 90280.00",BOS,"FVG: Bearish FVG between 90152.64 and 90185.53",90295.89,89777.25,3.09,"TP"
2026-01-08,11:29:59,NEW_YORK,SELL,"BEARISH HTF context inside 89311.00-90917.71 range. LH/LL structure with price in premium above 90369.30.","Buy-side sweep above 90847.52",BOS,"FVG: Bearish FVG between 90707.96 and 90744.42",90917.71,89960.11,4.00,"SL"
2026-01-09,11:54:59,NEW_YORK,SELL,"BEARISH HTF context inside 89850.00-92082.55 range. LH/LL structure with price in premium above 91124.17.","Buy-side sweep above 92000.00",CHOCH,"FVG: Bearish FVG between 91687.00 and 91742.48",92082.55,90243.50,4.00,"TP"
2026-01-11,11:14:59,NEW_YORK,BUY,"BULLISH HTF context inside 90708.25-91191.50 range. HH/HL structure with price in discount below 90949.88.","Sell-side sweep below 90822.06",BOS,"FVG: Bullish FVG between 91010.00 and 91032.53",90821.47,91420.85,2.00,"SL"
